   6.8872799e-01  -2.1271986e-01   4.9878314e-01   8.3652705e-01   7.5306636e-01  -2.1266677e-01   9.4272398e-01  -4.5236655e-01  -7.7101113e-02   8.1822421e-01   6.4561941e-01   6.1212338e-01   7.8036685e-02   6.1662934e-02  -8.0118258e-02   2.0631360e-01   2.8674871e-01   5.2062537e-01   1.8280111e-02  -1.1692446e-01   7.0971756e-02  -1.9462781e-01   1.7430285e-01  -3.1217667e-02   5.6682591e-01   3.7312285e-01   1.8885849e-01   5.4093523e-01   2.8939821e-01  -7.3085588e-02   2.5505202e-01   4.8804886e-01   8.1514000e-04   5.8674317e-01   3.1673263e-01   3.3550569e-01   3.6645700e-02   2.0877419e-01   5.9372591e-01   5.3156379e-01   1.7959297e-01   6.9476793e-01   6.1776188e-01  -4.0675688e-02   6.7807538e-02   3.2745210e-02   7.0167895e-01   2.7281525e-01   2.4299623e-01   4.4601598e-02
  -1.2103278e-02   1.1024161e-01  -2.1911360e-01  -7.9283520e-03  -1.2689456e-01   3.1242765e-01   2.0547853e-01   2.2885758e-01   3.9083605e-01   1.5240695e-01  -1.2460214e-01  -1.3493625e-01   8.3089145e-01  -4.5219158e-01  -5.2622106e-01   3.7962950e-03   1.0436226e-01   2.4982329e-01   2.1662027e-01   5.6262973e-02   2.8720658e-01  -5.2894038e-02  -2.2955577e-02  -3.3735673e-01   6.9850146e-01  -1.6172785e-01  -4.4165340e-01   5.5855813e-01  -2.0626967e-01  -1.7761165e-01   1.9263172e-01  -4.0165021e-01  -5.6742759e-01  -2.0087817e-01  -2.0195143e-01   7.1391240e-03  -3.0416669e-01  -1.3509978e-01  -3.0054078e-02  -2.9398534e-02  -2.3180423e-01  -4.6165490e-03  -4.8394454e-01  -5.6102863e-02  -3.2414035e-01  -1.5242041e-01  -2.5923502e-01  -1.5204121e-01  -4.8716497e-01  -6.0096978e-01
  -7.3892900e-01  -1.0991489e-01  -5.8472624e-01   1.8490087e-01  -1.2480371e-01  -1.8222293e-01   1.0692049e-01  -2.8052880e-01  -3.2159965e-01  -3.7949780e-01  -4.4069052e-01  -3.4638895e-01   5.2041046e-01  -2.4578585e-01  -1.0167284e-01  -2.9700016e-02   2.4463295e-01   6.5269130e-03  -1.6957632e-01  -3.5580026e-01  -8.5849178e-02  -1.1787391e-01  -2.8446219e-01  -1.8347706e-01  -5.2663435e-01  -2.1884743e-01  -2.8518193e-01  -4.6442892e-01  -4.3475276e-01  -6.7205031e-01   9.9289612e-02  -8.1123535e-02   5.3816488e-02  -1.5415448e-01  -2.2791285e-01  -4.6419505e-02   9.0462056e-02  -2.3826469e-01  -5.8754710e-01  -9.4871145e-01  -2.7894356e-01  -1.7849175e-01  -1.0923099e-01  -3.0135703e-02  -2.7622383e-01  -1.2102497e-01  -2.2256719e-01  -2.4614234e-01  -1.8041769e-01  -2.5698743e-01
   2.4557518e-01  -7.3990916e-02  -3.1721252e-01  -2.3823722e-01  -2.3435477e-01  -4.5512695e-01  -3.2687847e-01  -4.9366212e-01  -1.2309965e-01  -3.8094014e-01  -2.7602489e-01  -4.6384680e-03  -5.2395786e-01   4.1356918e-01  -2.7830786e-01  -1.7367326e-01  -7.6217561e-02  -1.8779129e-01  -2.8202624e-01  -2.7281809e-01  -1.8906660e-01   6.5953019e-02  -1.7055577e-01  -9.6962735e-02  -2.7379779e-01  -7.4345430e-03  -2.4847806e-01  -2.1381659e-01  -8.0459530e-01  -8.9647878e-02   1.0682236e-01   4.9957870e-02   2.8587193e-01   1.7448630e-01   6.5479346e-02  -9.8165724e-02   1.8073057e-01  -1.4503927e-01   6.2677629e-02  -1.1973268e-01   3.5377370e-01   2.8563865e-01   2.3387555e-01   8.8700241e-02  -2.5839374e-02  -3.2253172e-01   4.3358600e-01   3.2360302e-01   3.6087717e-01   2.3696101e-01
   2.3951043e-01  -9.0974529e-02   2.8336535e-01   4.7754631e-02   2.3580075e-01   2.6944035e-02   3.7469825e-01  -2.1609476e-01  -2.4716648e-01   1.6705623e-01   1.3039690e-01   8.4706234e-02   4.2469838e-01   6.3089378e-02  -1.7006467e-01   3.0568744e-01   4.9577116e-01   3.9651507e-01   8.0653660e-03   1.7113974e-01   2.7411772e-01  -8.0849951e-02   1.2983888e-01   8.9432392e-02   6.5048651e-01   5.8933816e-01  -7.4734680e-03   5.8561826e-01   4.8452061e-01  -1.2633475e-01   3.3594358e-01   3.7200074e-01   1.9941098e-01   4.3780092e-01   2.8965741e-01   1.9411684e-01  -2.4906154e-02   2.0236942e-01   4.5452344e-01   3.4337040e-01   2.3778441e-01   4.3955666e-01  -6.4793120e-03  -1.5751810e-01   2.0904229e-01   6.3089636e-02   7.6126755e-01   3.2164422e-01   1.9931604e-01  -2.3753412e-02
  -8.6997148e-01   3.9992987e-01  -3.6604202e-01  -6.2445796e-01  -3.0710995e-01  -1.5492574e-01  -5.6127355e-01  -3.3148653e-01   5.9303789e-02  -4.7108658e-01  -6.5704002e-01  -4.4463767e-01  -1.5405920e-01  -4.9149941e-02  -1.0788524e-01   4.7465761e-01   3.3608912e-01   1.9840092e-01  -8.4398925e-02   1.5635998e-01   1.3306378e-01   7.6563678e-02   3.6388761e-01   1.7303802e-01   6.4961247e-01  -6.5485069e-02   1.2276767e-01  -1.4285625e-01  -3.4131876e-01  -1.0459094e-01  -1.1437120e-03   3.3337995e-01   1.2531036e-01  -9.5383930e-03   1.3095864e-01  -9.4282590e-02   3.9267790e-01  -2.4910224e-01   3.5326239e-01   2.1635998e-01   5.7565436e-01   4.0566908e-02  -2.4814881e-01   1.0113373e-01   4.6809642e-01   1.7667389e-01   2.3840227e-01   3.3494315e-01   3.5951844e-01   4.5716241e-01
   5.7201663e-01   3.4011297e-01   2.9873485e-02   5.7812567e-01   1.9795505e-01   1.4275925e-01   9.1990430e-01   3.6151867e-02   4.8620934e-01   3.9149347e-01   1.3136812e-01   5.0409680e-01   1.3040739e-01   6.4844156e-02   1.1777006e-01   2.6409059e-01   8.0381609e-01   3.3661220e-01   2.7100959e-01   1.8601571e-01   3.6360775e-01   4.6931611e-01   1.3881915e+00   1.8692332e-01   8.8376142e-01   4.2931665e-01  -9.6681738e-02   1.2953431e+00   7.4291240e-01  -4.1955949e-02   8.5932074e-01   3.4714216e-01  -7.7512871e-02   6.0523128e-01   2.8034869e-01   3.5320804e-01   4.1706002e-01   1.0764131e+00   2.6695072e-01   5.9226319e-02   5.2257558e-02   6.0790094e-01   1.4450111e-01   5.1650890e-02  -8.0453150e-03   2.3593520e-01   4.3267698e-01   1.3704069e-01   3.0728990e-01  -3.9700769e-01
  -2.6884016e-01   5.5739058e-02  -3.9509017e-01  -2.8300461e-02  -3.9412813e-01   9.7813168e-02   2.3466485e-02   7.0807089e-02   5.8312775e-01  -1.9155366e-01  -6.6366925e-01  -1.6827415e-01   4.1531926e-01  -6.7469413e-02  -4.9168134e-02   2.5988381e-01   6.8835647e-01   3.9469522e-01   5.5340352e-02   8.4996422e-02   1.9021139e-01  -6.7459090e-03   1.8515545e-01   4.3626523e-02   6.9795962e-01   5.2725740e-01   9.8375852e-02   7.6264205e-01  -6.6382849e-01  -4.6467023e-02   3.5671789e-01   2.2163798e-01   1.6894221e-01   5.5326775e-01   4.1564284e-01   4.4434354e-01   2.1985740e-01   3.5074429e-01   5.9568015e-01   3.2666690e-01   1.6746992e-01   7.2863278e-01   3.1419285e-01  -1.4525466e-01   7.3130270e-03   6.5286231e-02   6.7586154e-01   2.2287789e-01   2.6280097e-01  -1.3059945e-01
   9.5882408e-01   2.3341111e-01   4.1819101e-01   6.4064459e-01   5.8992270e-01   1.9633342e-01   1.1594268e+00   5.3868012e-02   4.5714273e-01   5.5619086e-01   5.0118474e-01   8.3451257e-01   4.7341767e-01  -1.5717851e-02  -1.3346580e-02   3.1905469e-01   6.9702751e-01   6.8343495e-01   1.5067005e-01   5.8368474e-02   2.3852972e-01  -7.3361420e-02   3.3888569e-01   3.3844988e-01   8.0751286e-01   5.5042042e-01   1.8680702e-01   6.2002070e-01   4.6750086e-02   7.3073219e-02   5.4341774e-01   3.8350042e-01   2.0243382e-01   6.3150549e-01   5.0448174e-01   4.2002137e-01   3.0563869e-01   3.5820171e-01   7.8366876e-01   2.1394151e-01   2.5566776e-01   9.0646987e-01   6.3647236e-01   9.6173500e-03   1.5808186e-01  -2.0630635e-01   7.5381657e-01   3.5883420e-01   3.6325039e-01  -9.0397887e-02
  -6.2386010e-01  -4.3877144e-01  -3.8875940e-01  -2.2872623e-01  -8.0811657e-01  -1.6777519e-01   6.4050536e-02  -5.7318254e-01  -4.7984386e-01  -3.7306819e-01  -2.1610461e-01  -1.3062363e-01  -1.3240896e+00  -5.5606576e-01  -9.0805718e-01  -4.2759953e-01  -5.6621562e-01  -2.1105630e-01  -1.7396533e-01  -3.1154561e-01  -2.7930510e-01  -1.7918290e-01   2.6939833e-01  -8.9675843e-01  -5.4031332e-01  -9.4939675e-01  -6.1713232e-01  -3.1165013e-01  -4.2072610e-01  -3.2545272e-01  -1.9294049e-01  -7.1806904e-01  -3.5568239e-01  -4.8625165e-01  -4.8817209e-01  -6.0103399e-01  -1.0108182e+00  -1.0789470e+00  -1.2542481e+00  -1.1430965e+00  -1.4530674e+00  -5.2184936e-01  -7.6691197e-01  -3.2689044e-02  -1.8364795e-01  -1.1665642e-01  -4.8191260e-01  -2.0903992e-01   4.1227923e-01   4.5083511e-02
